id,name,abbreviation,foia_officer_title,foia_email,foia_address,foia_phone,foia_fax,response_days,portal_url
385,Office of the Inspector General,OIG,FOIA Officer,FOIA@uspsoig.gov,"USPS-OIG FOIA Office
1735 N LYNN ST 2FL
ARLINGTON
VA
22209-2020",703-248-2410,,20,https://www.uspsoig.gov/uspsoig-contact
429,Office of the Inspector General,OIG,FOIA Officer,Patricia.Marshall@oig.rrb.gov,"Room 450
844 North Rush Street
Chicago
IL
60611",(312) 751-4690,,20,https://www.rrb.gov/Resources/FOIA%20Reading%20Room
502,Office of the Inspector General,OIG,FOIA Officer,FOIARequests@hudoig.gov,"HUD OIG FOIA Office
451 Seventh St., SW, Room 8186
Washington
DC
20410-4500",,,20,https://www.hudoig.gov/freedom-information-act-foia/foia-request-form
590,Office of the Inspector General,OIG,FOIA Officer,foia@amtrakoig.gov,"Amtrak Office of Inspector General
10 G St. NE, Suite 3W-300
Washington
DC
20002",202.906.4521,,20,https://amtrakoig.gov/reading-room-documents
598,Office of the Intellectual Property Enforcement Coordinator,IPEC-Main,FOIA Officer,ipecfoia@ipec.eop.gov,"Steven D. Aitken, Room 296, Eisenhower Executive Office Building
1650 Pennsylvania Ave. NW
Washington
DC
20503",(202) 395-4728,,20,https://www.whitehouse.gov/ipec/legal/
600,Office of the National Cyber Director,ONCD,FOIA Officer,FOIA@ncd.eop.gov,"Office of the National Cyber Director
725 17th Street NW, Room 4203
Washington
DC
20503",,,20,https://www.whitehouse.gov/oncd/information-resources/
108,Office of the Pardon Attorney,PARDON,FOIA Officer,,"Teresita Mutton, Attorney Advisor, Office of the Pardon Attorney, U.S. Department of Justice
950 Pennsylvania Avenue, N.W.
Washington
DC
20530",202-616-6070,,20,https://www.justice.gov/pardon/pardon-attorney-foia/foia-library
76,Office of the Secretary,OS,FOIA Officer,osfoia@ios.doi.gov,"Leah Fairman, FOIA Officer
1849 C Street, NW, MS-7328, MIB
Washington
DC
20240",202-513-0765,,20,https://www.doi.gov/foia/os
118,Office of the Secretary,OST,FOIA Officer,,"Michael Bell, FOIA Officer, W94-122
1200 New Jersey Avenue, SE
Washington
DC
20590",202-366-4542,,20,https://www.transportation.gov/foia/ost-electronic-reading-room
219,Office of the Secretary,OS,FOIA Officer,FOIARequest@hhs.gov,"FOIA Officer/Director, Freedom of Information and Privacy Acts Division, Hubert H. Humphrey Bldg, Suite 729H
200 Independence Avenue, SW
Washington
DC
20201",202-690-7453,,20,https://requests.publiclink.hhs.gov/palMain.aspx
373,Office of the Secretary,OSEC/OCIO/DM,FOIA Officer,usdafoia@usda.gov,"1400 Independence Avenue, SW
Room 4039-A
Washington
DC
20250-0706",(202) 690-3318,,20,https://efoia-pal.usda.gov/
449,Office of the Secretary,OS,FOIA Officer,eFOIA@doc.gov,"1401 Constitution Ave NW
Mail Stop 61025
Washington 
DC
20230",,,20,https://foiaonline.gov/api/agencies/bafcb54b-e2fe-4055-a03c-1c80f491d3c5/requests
454,Office of the Secretary,OSEC,FOIA Officer,foiarequests@dol.gov,"200 Constituton Ave, NW
Washington
DC
20210",202-693-4059,,20,https://www.dol.gov/general/foia/osec
465,Office of the Secretary,OSVA,FOIA Officer,,"do not use
Washington
DC
20001",,,20,
487,Office of the Secretary,OS,FOIA Officer,,,,,20,
563,Office of the Secretary,OSEC,FOIA Officer,,,,,20,
593,Office of the Secretary,DOC OS,FOIA Officer,,,,,20,
571,Office of the Secretary / Office of the Chief Information Officer,OSEC/OCIO,FOIA Officer,,,,,20,
129,Office of the Secretary and Joint Staff,OSD/JS,FOIA Officer,whs.mc-alex.esd.mbx.osd-js-foia-requester-service-center@mail.mil,"OSD/JS FOIA Requester Service Center, Office of Freedom of Information
1155 Defense Pentagon
Washington
DC
20301-1155",866-574-4970,,20,https://pal.whs.mil/
77,Office of the Solicitor,SOL,FOIA Officer,sol.foia@sol.doi.gov,"Lance Purvis, FOIA Officer, MS-6540, MIB
1849 C Street, NW
Washington
DC
20240",202-208-5817,,20,https://www.doi.gov/solicitor/opinions
432,Office of the Solicitor,SOL,FOIA Officer,,"Sharon Hudson, U.S. Department of Labor - Office of the Solicitor (MALS Division)
200 Constitution Avenue, NW  - Room N2420
Washington
DC
20210",202-693-5406,,20,https://www.dol.gov/general/foia/readroom
111,Office of the Solicitor General,OSG,FOIA Officer,,"Shannon Munro, FOIA Officer and Executive Officer
950 Pennsylvania Avenue, NW, Room 7115
Washington
DC
20530-0001",202-616-9406,,20,https://www.justice.gov/osg/osg-freedom-information-act-0
79,Office of the Special Trustee,OST,FOIA Officer,ost_foia@ost.doi.gov,"Keith Parsky, FOIA Officer
1849 C Street, NW, Room 3214
Washington
DC
20240",202-208-3521,,20,https://foiaonline.gov/foiaonline/action/public/request
594,Office of the Special Trustee,OST,FOIA Officer,ost_foia@ost.doi.gov,"Keith Parsky, FOIA Officer
1849 C Street, NW, Room 3214
Washington
DC
20240",202-208-3521,,20,https://foiaonline.gov/foiaonline/action/public/request
485,Office of the Under Secretary,OUS,FOIA Officer,,,,,20,
37,Office of the Under Secretary for Economic Affairs,OUSEA,FOIA Officer,OUSEA-FOIA@bea.gov,"FOIA Officer, Office of the Under Secretary for Economic Affairs
1401 Constitution Ave, N.W., Mail Stop H4843
Washington
DC
20230",301-278-9798,,20,https://foia-pal.commerce.gov
387,Office of the United States Trade Representative,USTR,FOIA Officer,FOIA@ustr.eop.gov,"Janice A. Kaye, FOIA Officer, Anacostia Naval Annex Building 410/Door 123
250 Murray Lane SW
Washington
DC
20509",202-881-7849,,20,https://ustr.gov/about-us/reading-room/foia
113,Office on Violence Against Women,OVW,FOIA Officer,,"Diane Dauplaise, Suite 10W.121
145 N Street, NE
Washington
DC
20530",202-307-6026,,20,https://www.justice.gov/ovw/ovw-freedom-information-act
486,Officer of Special Education and Rehabilitative Services,OSERS,FOIA Officer,,,,,20,
304,Overseas Private Investment Corporation,OPIC,FOIA Officer,foia@opic.gov,"Nichole Skoyles, FOIA Director
1100 New York Avenue, NW
Washington
DC
20527",202-336-8400,,20,https://www.opic.gov/content/foia-reading-room
518,Pacific Northwest Site Office,PNSO,FOIA Officer,,,,,20,
309,Pension Benefit Guaranty Corporation,PBGC,FOIA Officer,disclosure@pbgc.gov,"Disclosure Division
445 12th Street SW
Washington
DC
20024",(202) 229-4040,,20,https://securefoia.pbgc.gov/
175,Philadelphia District Office (Baltimore and Cleveland Field Offices; Pittsburgh Area Office),Philadelphia,FOIA Officer,,"Bridget Lange & Lori Becker, Records Disclosure Coordinators, Suite 1000
801 Market Street
Philadelphia
PA
19107-3127",267-589-9753,,20,https://eeoc.arkcase.com/foia/portal/login
176,Phoenix District Office (Denver Field Office; Albuquerque Area Office),Phoenix,FOIA Officer,,"Silvia Hart, Records Disclosure Coordinator
3300 N. Central Avenue, Suite 690
Phoenix
AZ
85012-2504",602-661-0048,,20,https://eeoc.arkcase.com/foia/portal/login
127,Pipeline and Hazardous Materials Safety Administration,PHMSA,FOIA Officer,,"Dele Awoniyi, FOIA Officer, E23-306
1200 New Jersey Avenue, SE
Washington
DC
20590",202-366-4400,,20,https://www.phmsa.dot.gov/foia/e-reading-room
384,Postal Inspection Service,PIS,FOIA Officer,Foia@uspis.gov,"FOIA Contact, Office of Counsel, Room 3301
475 L'Enfant Plaza, SW
Washington
DC
20260-2101",202-268-7004,,20,https://pfoiapal.usps.com/
313,Postal Regulatory Commission,PRC,FOIA Officer,foia@prc.gov,"Postal Regulatory Commission, Attn: Chief FOIA Officer
901 New York Avenue, NW, Suite 200
Washington
DC
20268",202-789-6800,,20,http://www.prc.gov/foia/onlinerequest
314,Presidio Trust,PT,FOIA Officer,foiarequest@presidiotrust.gov,"1750 Lincoln Boulevard
San Francisco
CA
94129",4155615300,,20,
285,Principal Agency FOIA Officer,Principal Agency FOIA Officer,FOIA Officer,hq-foia@mail.nasa.gov,"NASA Headquarters
Room 5P 32, 300 E Street, SW
Washington
DC
20546",202-358-0625,,20,https://socialforms.nasa.gov/foia
312,Privacy and Civil Liberties Oversight Board,PCLOB,FOIA Officer,,"Privacy & Civil Liberties Oversight Board
800 North Capitol Street NW
Washington
DC
20002",202-331-1986,,20,https://www.pclob.gov/Foia/Foia
114,Professional Responsibility Advisory Office,PRAO,FOIA Officer,,"Marguerite A. Driessen, Senior Legal Advisor, 6th Floor
441 G Street, NW
Washington
DC
20530",202-514-0458,,20,https://www.justice.gov/prao/foia-library
538,Program Support Center,PSC,FOIA Officer,,,,,20,
231,Public Health Service,PHS,FOIA Officer,FOIArequest@psc.hhs.gov,"FOIA Officer, Hubert H. Humphrey Building, Suite 729H
200 Independence Avenue, SW
Washington
DC
20201",202-260-6933,,20,https://www.hhs.gov/foia/electronic-reading-room/index.html
503,Railroad Retirement Board,RRB,FOIA Officer,,,,,20,
574,Recovery Accountability and Transparency Board,RATB,FOIA Officer,,,,,20,
181,"Region 1 (States: CT, ME, MA, NH, RI, VT)",Region 01,FOIA Officer,foia_hq@epa.gov,"National Freedom of Information Act Office, U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",2025662162,,20,https://foiaonline.gov/foiaonline/action/public/home
190,"Region 10 (States: AK, ID, OR, WA, 271 federally recognized Tribes)",Region 10,FOIA Officer,foia_hq@epa.gov,"National Freedom of Information Act Office, U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",,,20,https://foiaonline.gov/foiaonline/action/public/home
182,"Region 2 (States: NJ, NY, PR USVI)",Region 02,FOIA Officer,,"National Freedom of Information Act Office, U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",,,20,https://foiaonline.gov/foiaonline/action/public/home
183,"Region 3 (States: DE, DC, MD, PA, VA, WV, 7 federally recognized Tribes)",Region 03,FOIA Officer,,"National Freedom of Information Act Office, U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",,,20,https://foiaonline.gov/foiaonline/action/public/home
184,"Region 4 (States: AL, FL, GA, KY, MS, NC, SC, TN)",Region 04,FOIA Officer,,"National Freedom of Information Act Office, U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",,,20,https://foiaonline.gov/foiaonline/action/public/home
185,"Region 5 (States: IL, IN, MI, MN, OH, WI)",Region 05,FOIA Officer,foia_hq@epa.gov,"National Freedom of Information Act Office, U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",2025662162,,20,https://foiaonline.gov/foiaonline/action/public/home
186,"Region 6 (States: AR, LA, NM, OK, TX)",Region 06,FOIA Officer,,"National Freedom of Information Act Office,U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",,,20,https://foiaonline.gov/foiaonline/action/public/home
187,"Region 7 (States: IA, KS, MO, NE)",Region 07,FOIA Officer,foia_hq@epa.gov,"National Freedom of Information Act Office, U.S. Environmental Protection Agen
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",,,20,https://foiaonline.gov/foiaonline/action/public/home
188,"Region 8 (States: CO, MT, ND, SD, UT, WY)",Region 08,FOIA Officer,,"Regional Freedom of Information Officer, U.S. EPA, Region 8
1595 Wynkoop Street
Denver
CO
80202-1129",303-312-6306,,20,https://foiaonline.gov/foiaonline/action/public/home
189,"Region 9 (States: AZ, CA, HI, NV, AS, GU)",Region 09,FOIA Officer,foia_hq@epa.gov,"National Freedom of Information Act Office, U.S. Environmental Protection Agency
1200 Pennsylvania Ave, NW, Suite 5315, Mail Code 2310A
Washington
DC
20460",2025662162,,20,https://foiaonline.gov/foiaonline/action/public/home
235,"Region I (Boston, Hartford, Manchester, Providence)",R01,FOIA Officer,,"10 Causeway Street
Boston
MA
02222",(617) 994-8213,,20,https://hudpal.efoia-host.com/palMain.aspx
236,"Region II (New York, Albany, Buffalo, Newark)",R02,FOIA Officer,,"26 Federal Plaza
New York
NY
10278-0068",212-542-7109,,20,https://hudpal.efoia-host.com/palMain.aspx
237,"Region III (Philadelphia, Baltimore, Pittsburgh, Richmond, Washington, D.C., Charleston, Wilmington)",R03,FOIA Officer,,"Debra Bensala, The Strawbridge Building 
801 Market Street, 2th Floor
Philadelphia
PA
19107",(215) 430-6624,,20,https://hudpal.efoia-host.com/palMain.aspx
238,"Region IV (Atlanta, Birmingham, Caribbean, Columbia, Greensboro, Jackson, Jacksonville, Knoxville, Louisville, Nashville, Memphis, Miami, Orlando, Tampa)",R04,FOIA Officer,,"Tiffany Cobb, Deputy Regional Administrator
77 Forsyth Street, SW
Atlanta
GA
30303",(678) 732-2321,,20,https://hudpal.efoia-host.com/palMain.aspx
243,"Region IX (San Francisco, Honolulu, Los Angeles, Phoenix, Sacramento)",R09,FOIA Officer,Robert.A.Jamieson@hud.gov,"San Francisco Regional Office
One Sansome Street, Suite 1200
San Francisco
CA
94104",714-955-0902,,20,https://hudpal.efoia-host.com/palMain.aspx
239,"Region V (Chicago, Columbus, Cleveland, Detroit, Indianapolis, Milwaukee, Minneapolis-St. Paul)",R05,FOIA Officer,,"Kimberly Danna
77 W. Jackson Boulevard
Chicago
IL
60604",312-353-5680,,20,https://hudpal.efoia-host.com/palMain.aspx
240,"Region VI (Texas, Arkansas, Louisiana, New Mexico and Oklahoma)",R06,FOIA Officer,,"307 W 7th Street
Suite 1000
Ft. Worth
TX
76102",817-978-5974,,20,https://hudpal.efoia-host.com/palMain.aspx
241,"Region VII (Kansas City, Des Moines, Omaha, St. Louis)",R07,FOIA Officer,,"Fredrick D. Brisco, Regional FOIA Liaison
400 State Avenue	
Kansas City
KS
66101",913-551-5462,,20,https://hudpal.efoia-host.com/palMain.aspx
242,Region VIII (Denver),R08,FOIA Officer,,"1670 Broadway 
25th Floor
Denver
CO
80202-4801",303-672-5456,,20,https://hudpal.efoia-host.com/palMain.aspx
244,"Region X (Seattle, Anchorage, Portland)",R0X,FOIA Officer,,"Michael Look, FOIA Public Liaison, Suite 200
909 First Avenue
Seattle
WA
98104-1000",(206) 220-5414,,20,https://hudpal.efoia-host.com/palMain.aspx
517,Research and Innovative Technology Administration,RITA,FOIA Officer,,,,,20,
375,"Research, Education, and Economics",REE,FOIA Officer,usdafoia@usda.gov,"1400 Independence Avenue, SW
Room 4039-A
Washington
DC
20250-0706",202-690-3318,,20,https://efoia-pal.usda.gov/
54,Richland Operations Office,ROO,FOIA Officer,,"U.S. Department of Energy, Hanford Field Office
P.O. Box 550, Mail Stop H5-20
Richland
WA
99352",509-376-6288,,20,http://www.hanford.gov/c.cfm/foia/
374,Risk Management Agency,RMA,FOIA Officer,SM.FP.FOIA@usda.gov,"1400 Independence Avenue, SW
South Building, Room 3203
Washington
DC
20250-9410",202-590-6168,,20,https://efoia-pal.usda.gov/
267,Ronald Reagan Presidential Library,LP-RR,FOIA Officer,reagan.library@nara.gov,"Ronald Reagan Presidential Library & Museum
40 Presidential Drive
Simi Valley
CA
93065-0699",800-410-8354,,20,
376,Rural Development,RD,FOIA Officer,RD.FOIA@usda.gov,"1400 Independence Avenue, SW
Room 6900-S, Stop 0706
Washington
DC
20250",(202) 720-2826,,20,https://efoia-pal.usda.gov/
177,San Francisco District Office (Seattle Field Office; Oakland and San Jose Local Offices),San Francisco,FOIA Officer,,"Vincent Clark, Records Disclosure Coordinator
450 Golden Gate Avenue, 5 West, P.O. Box 36025
San Francisco
CA
94102-3661",650-684-0944,,20,https://eeoc.arkcase.com/foia/portal/login
206,San Francisco Regional Office,SFRO,FOIA Officer,solmail@flra.gov,"Office of the Solicitor, Federal Labor Relations Authority
1400 K Street, NW
Washington
DC
20424",771-444-5775,,20,https://www.flra.gov/elibrary
55,Savannah River Office,SRO,FOIA Officer,,"Savannah River Operations Office
P.O. Box A
Aiken
SC
29801",803-952-7813,,20,https://sro.srs.gov/docs/e_foiarequestform.pdf
29,Science & Technology Directorate,S&T,FOIA Officer,foia@hq.dhs.gov,", 2707 Martin Luther King Jr. AVE SE
245 Murray Ln SW
Washington
DC
20528",202-343-1743 or 866-431-0486,,20,http://www.dhs.gov/dhs-foia-request-submission-form
604,Science & Technology Directorate,STD,FOIA Officer,,"123
Washington
DC
20503",,,20,
316,Securities and Exchange Commission,SEC,FOIA Officer,foiapa@sec.gov,"Office of FOIA Services
100 F Street, NE, Mail Stop 2465
Washington
DC
20549-2465",202-551-7900,,20,https://www.sec.gov/forms/request_public_docs#no-back
423,Select Department of Homeland Security component for me,DHS-Select component,FOIA Officer,,"STOP-0655
2707 Martin Luther King Jr. AVE SE
Washington
DC
20528-0655",,,20,http://www.dhs.gov/make-foia-request
419,Select Department of Justice component for me,Select,FOIA Officer,MRUFOIA.Requests@usdoj.gov,"FOIA/PA Mail Referral Unit
Justice Management Division, Room 115, LOC Building
Washington
DC
20530",,,20,
430,Select Department of Labor component for me,Select DOL,FOIA Officer,foiarequest@dol.gov,"Room N-2420
200 Constitution Avenue, NW
Washington
DC
20210",,,20,https://www.dol.gov/dol/foia/readroom.htm
424,Select Department of Transportation component for me,DOT-Select component,FOIA Officer,,"Departmental FOIA Office, W94-122
1200 New Jersey Avenue, SE
Washington
DC
20590",,,20,
421,Select Equal Employment Opportunity Commission component for me,EEOC,FOIA Officer,,"Michael L. Heise, Assistant Legal Counsel, FOIA Public Liaison
131 M Street NE, Suite 5NW02E
Washington
DC
20507","(202) 663-4634, (202) 663-7026 (TTY)",,20,https://publicportalfoiapal.eeoc.gov/
425,Select National Archives component for me,NARA-select component,FOIA Officer,foia@nara.gov,"National Archives at College Park, Room 3110
8601 Aldephi Road
College Park
MD
20740",(301) 837-3642,,20,
320,Selective Service System,SSS,FOIA Officer,FOIA@sss.gov,"Selective Service System
National Headquarters
Arlington
VA
22209-2425",,,20,https://www.sss.gov/foia/foia-electronic-reading-room/
315,Small Business Administration,SBA,FOIA Officer,foia@sba.gov,"Oreoluwa Fashola, Branch Chief, Office of FOI/PA
409 3rd Street, SW
Washington
DC
20416",202-401-7793,,20,https://pal.sba.gov/Components/1/Requests/CreateRequest
318,Social Security Administration,SSA,FOIA Officer,FOIA.Public.Liaison@ssa.gov,"6401 Security Boulevard
G401 West High Rise
Baltimore
MD
21235",410-965-1727,,20,https://foia.ssa.gov
319,Social Security Advisory Board,SSAB,FOIA Officer,cheri.cannon@ssab.gov,"400 Virginia Ave SW Ste 625
400 Virginia Ave SW
Washington DC
DC
20024",2029231746,,20,
62,Southeastern Power Administration,SEPA,FOIA Officer,,"Leon Jourolmon, FOIA Officer
1166 Athens Tech Road
Elberton
GA
30635-6711",706-213-3810,,20,https://energy.gov/doe-headquarters-foia-request-form
63,Southwestern Power Administration,SWPA,FOIA Officer,,"6655 S Lewis
Attn: S1500
Tulsa
OK
74136",918-595-6605,,20,https://www.swpa.gov/PDFs/foia/foia_form.pdf
317,Special Inspector General for Afghanistan Reconstruction,SIGAR,FOIA Officer,sigar.pentagon.gen-coun.mbx.foia@mail.mil,"Special Inspector General for Afghanistan, FOIA Office
2530 Crystal Drive
Arlington
VA
22202",703-545-6000,,20,https://www.sigar.mil/contact/foia/index.aspx?SSR=9&SubSSR=38&WP=FOIA%20|%20Privacy%20Act
566,Special Inspector General for Iraq Reconstruction,SIGIR,FOIA Officer,,,,,20,
178,St. Louis District Office (Kansas City and Oklahoma Area Offices),St. Louis,FOIA Officer,,"Christopher Jenkins, Records Disclosure Coordinator
1222 Spruce Street, Room 8100
St. Louis
MO
63103",314-798-1901,,20,https://eeoc.arkcase.com/foia/portal/login
284,Stennis Space Center,SSC,FOIA Officer,,"SSC FOIA
Building 1100, Room 304D
Stennis Space Center
MS
39529",,,20,https://pal.hq.nasa.gov/
65,Strategic Petroleum Reserve,SPR,FOIA Officer,,"Kristin Frischhertz, FOIA Officer, MS FE-445
900 Commerce Road East
New Orleans
LA
70123",504-734-4297,,20,https://www.spr.doe.gov/FOIA/FOIA_Request_Form2.html
232,Substance Abuse and Mental Health Services Administration,SAMHSA,FOIA Officer,,"FOIA Office, 5600 Fishers Lane, 18th Foor
Rockville
MD
20857",877-726-4727,,20,
321,Surface Transportation Board,STB,FOIA Officer,FOIA.Privacy@stb.gov,"Chris Oehrle, FOIA Officer
395 E Street, SW
Washington
DC
20423-0001",202-934-0375,,20,https://www.stb.gov/foia/foia-request/
548,"TRICARE Management Agency, DoD Health Care System",TRICARE,FOIA Officer,,,,,20,
115,Tax Division,TAX,FOIA Officer,,"Civil Division, FOIA and Privacy Office
1100 L Street, NW, Room 8400
Washington
DC
20035",202-514-2319,,20,https://www.justice.gov/tax/foia-library
324,Tennessee Valley Authority,TVA,FOIA Officer,foia@tva.gov,"FOIA Requester Service Center
400 West Summit Hill Drive, 6a
Knoxville
TN
37902-1401",865-632-6945,,20,https://foia.tva.gov/
201,The Authority,Authority,FOIA Officer,solmail@flra.gov,"FLRA Office of the Solicitor
1400 K Street, NW
Washington
DC
20424",771-444-5775,,20,https://www.flra.gov/elibrary
208,The Federal Service Impasses Panel,FSIP,FOIA Officer,solmail@flra.gov,"Office of the Solicitor, Federal Labor Relations Authority
1400 K Street, NW
Washington
DC
20424",(771) 444-5775,,20,https://www.flra.gov/elibrary
31,Transportation Security Administration,TSA,FOIA Officer,foia@tsa.dhs.gov,"TSA FOIA 
6595 Springfield Center Drive 
Springfield
VA
20598-6020",866-364-2872,,20,https://www.dhs.gov/dhs-foia-privacy-act-request-submission-form
332,Treasury Inspector General for Tax Administration,TIGTA,FOIA Officer,FOIA.Reading.Room@tigta.treas.gov,"Office of Chief Counsel Disclosure Branch
Treasury Inspector General for Tax Administration (TIGTA) 901 D. Street, SW, Suite 600
Washington
DC
20024",202-622-4068,,20,
354,U.S. Access Board,USAB,FOIA Officer,Foia@access-board.gov,"1331 F Street NW, Suite 1000
Washington
DC
20004",202-272-0041,,20,
153,U.S. Africa Command,AFRICOM,FOIA Officer,,"HQ U.S. Africa Command, FOIA Requester Service Center
Unit 29951
APO
AE
09751",+490 711-729-2731,,20,https://www.africom.mil/foia-freedom-of-information-act-requests
5,U.S. Agency for Global Media,USAGM,FOIA Officer,,"FOIA/Privacy Act Officer, USAGM/FOIA/PA Unit, Room 3349
330 Independence Avenue, SW
Washington
DC
20237",202-920-2435,,20,https://www.usagm.gov/foia/electronic-reading-room/
154,U.S. Central Command,CENTCOM,FOIA Officer,centcom.macdill.centcom-hq.mbx.freedom-of-information-act@mail.mil,"United States Central Command J6-8-F (FOIA/PA)
7115 South Boundary Boulevard
MacDill AFB
FL
33621-5101",813-529-6285,,20,https://www3.centcom.mil/foiarequests/Default.aspx
15,U.S. Chemical Safety and Hazard Investigation Board (CSB),CSB,FOIA Officer,foia@csb.gov,"1750 Pennsylvania Avenue NW
Suite 910
Washington
LA
20006",202-261-7600,,20,https://foiaonline.gov/foiaonline/action/public/home
19,U.S. Citizenship & Immigration Services,USCIS,FOIA Officer,FOIAPAQuestions@uscis.dhs.gov,"U.S. Citizenship & Immigration Services, National Records Center, FOIA/PA Office
P.O. Box 648010
Lee's Summit
MO
64064-8010",800-350-5283,,20,https://myaccount.uscis.gov/
21,U.S. Coast Guard,USCG,FOIA Officer,efoia@uscg.mil,"United States Coast Guard, ATTN: FOIA Coordinator
Commandant (CG-611), 2703 Martin Luther King Jr Ave, SE, Stop 7710
Washington
DC
20593-7710",202-475-3522,,20,https://www.dhs.gov/dhs-foia-privacy-act-request-submission-form
22,U.S. Customs & Border Protection,CBP,FOIA Officer,,"Freedom of Information Act Office, U.S. Customs and Border Protection
1300 Pennsylvania Avenue NW, Mail Stop 1181
Washington
DC
20229-1181",202-325-0150,,20,https://www.securerelease.us/account-page/sign-in/
438,U.S. Cyber Command,CYBERCOM,FOIA Officer,CYBERCOM_FOIA@cybercom.mil,"9800 Savage Road
Fort Meade
MD
20755",(301)688-3585,,20,https://www.cybercom.mil/FOIA-Privacy-Act/Reading-Room/
162,U.S. Election Assistance Commission,EAC,FOIA Officer,,"633 3rd Street NW 
Suite 200
Washington 
DC
20001",301-563-3957,,20,
155,U.S. European Command,EUCOM,FOIA Officer,eucom.stuttgart.ecj1.list.foia-privact-request-mb-access@mail.mil,"FOIA Requester Service Center
Unit 30400
APO
AE
09131",011.49.711.7080.1328,,20,https://www.eucom.mil/foia-request
72,U.S. Fish and Wildlife Service,FWS,FOIA Officer,fwhq_foia@fws.gov,"Erik Germain, FOIA Officer, MS: IRTM
5275 Leesburg Pike
Falls Church
VA
22041",303-275-2348,,20,https://www.fws.gov/program/fws-freedom-information-act-foia/foia-reading-room
73,U.S. Geological Survey,USGS,FOIA Officer,foia@usgs.gov,"Melanie Ruiz, FOIA Officer
P.O. Box 66783
Albuquerque
NM
87193",571-512-8459,,20,https://www.usgs.gov/about/organization/science-support/foia/elibraries
25,U.S. Immigration & Customs Enforcement,ICE,FOIA Officer,ice-foia@ice.dhs.gov,"United States Immigration & Customs Enforcement, FOIA Office
500 12th Street, SW, Stop 5009
Washington
DC
20536-5009",866-633-1182,,20,https://www.dhs.gov/dhs-foia-privacy-act-request-submission-form
157,U.S. Indo-Pacific Command,INDO-PACOM,FOIA Officer,indopacom.hmsmith.pcj6.mbx.foia@us.navy.mil,"USINDOPACOM, ATTN: J06 FOIA
BOX 64022
Camp Smith
HI
96861-4022",808-477-7774,,20,http://www.pacom.mil/Media/Freedom-of-Information-Act/FOIA-Reading-Room/
378,U.S. Interagency Council on Homelessness,USICH,FOIA Officer,sanya.cade@usich.gov,"Sanya Cade, FOIA Officer, USICH
301 7th Street, SW, Room 2080
Washington
DC
20407",202-594-7880,,20,
441,U.S. International Development Finance Corporation,DFC,FOIA Officer,foia@dfc.gov,"Eric Styles, FOIA Director
1100 New York Ave., NW
Washington
DC
20527",202-336-8400,,20,https://www.dfc.gov
535,U.S. Joint Forces Command,JFCOM,FOIA Officer,,,,,20,
133,U.S. Marine Corps,USMC,FOIA Officer,hqmcfoia@usmc.mil,"FOIA/PA, Headquarters US Marine Corps (ARSF), FOIA/PA Section (ARSF)
3000 Marine Corps Pentagon
Washington
DC
20350-3000",703-614-4008,,20,https://foiaonline.gov/foiaonline/action/public/home
156,U.S. Northern Command,NORTHCOM,FOIA Officer,n-nc.peterson.n-ncspecialstaff.mbx.cska-foia-omb@mail.mil,"USNORTHCOM FOIA Requester Service Center
250 Vandenberg Street Suite B016
Peterson AFB
CO
80914-3804",719-556-2117,,20,https://www.northcom.mil/FOIA/
414,U.S. Nuclear Waste Technical Review Board,NWTRB,FOIA Officer,,"2300 Clarendon Blvd., Suite 1300
Arlington
VA
22201",703-235-4494,,20,
306,U.S. Office of Special Counsel,OSC,FOIA Officer,foiarequest@osc.gov,"1730 M Street, NW
Suite 311
Washington
DC
20036",2028047000,,20,https://efoia.osc.gov/
46,U.S. Patent and Trademark Office,PTO,FOIA Officer,FOIARequests@uspto.gov,"Louis Boston Jr., FOIA Contact
P.O. Box 1450
Alexandria
VA
22313-1450",571-272-3000,,20,https://www.uspto.gov/learning-and-resources/ip-policy/electronic-freedom-information-act-e-foia
158,U.S. Southern Command,SOUTHCOM,FOIA Officer,,"Attn:  SCSJA-FOIA
9301 NW 33rd St.
Doral
FL
33172",305-437-1108,,20,http://www.southcom.mil/FOIA/
596,U.S. Space Command,SPACECOM,FOIA Officer,usspacecom.J0.FOIA-PA@us.af.mil,"Office of the Staff Judge Advocate
150 Vandenberg Street
Peterson SFB 
CO
80914",(719) 552-1631,,20,https://www.spacecom.mil/Support/FOIA/Reading-Room/
